Site,Year,Depth,Coverage,Min Temp,Max Temp,Avg Temp,Med Temp,Prev Coverage
"Myrmidon Reef",1998,4.0,2U,24.59418010752688,29.497321428571425,27.15702720088314,27.3978959236871,2L
"Myrmidon Reef",1999,4.0,2U,23.32343413978495,28.848830645161293,26.270624254572198,26.307634177970527,2U
"Myrmidon Reef",2000,4.0,2L,23.23712701612904,28.53949596774193,26.15688255599242,26.562796842191787,2U
"Myrmidon Reef",2001,4.0,2U,24.23619220430108,28.95036987222596,26.803425661549444,26.949802452325287,2L
"Myrmidon Reef",2002,4.0,2L,23.744872311827965,29.633675925925925,26.458463383612102,26.30231579301075,2U
"Myrmidon Reef",2003,4.0,2L,24.26053638814016,28.87741294642857,26.497463705832683,26.298950302419357,2L
"Myrmidon Reef",2005,4.0,2U,23.65801747311828,29.36473273809524,26.635137217652428,26.7818311026936,2U
"Myrmidon Reef",2007,4.0,1U,24.98650342741936,30.232363575268817,27.469217338164835,27.340929806227606,1U
"Myrmidon Reef",2011,4.0,1L,24.03823333333333,30.373524932795704,27.390081384405466,27.733992275985663,1L
"Myrmidon Reef",2013,4.0,1U,24.03823333333333,30.373524932795704,27.390081384405466,27.733992275985663,1U
"Myrmidon Reef",2015,4.0,1U,24.03823333333333,30.373524932795704,27.390081384405466,27.733992275985663,1U
"Myrmidon Reef",2017,4.0,2L,24.03823333333333,30.373524932795704,27.390081384405466,27.733992275985663,2L
"Myrmidon Reef",2019,4.0,2U,24.03823333333333,30.373524932795704,27.390081384405466,27.733992275985663,2U
"Myrmidon Reef",2020,4.0,2L,24.03823333333333,30.373524932795704,27.390081384405466,27.733992275985663,2U
"Myrmidon Reef",2021,4.0,3L,24.03823333333333,30.373524932795704,27.390081384405466,27.733992275985663,2L
"Cattle Bay",1997,4.0,2L,21.41173063973064,28.73719474497681,25.558526685947967,25.991132817462095,2L
"Cattle Bay",1998,4.0,2U,22.55537634408602,30.598385416666662,26.52450512870033,27.23651876326452,2L
"Cattle Bay",2000,4.0,1L,21.488333333333333,28.19800941492939,25.300926012553276,26.102329301075265,1L
"Cattle Bay",2001,4.0,1L,23.04418775235532,28.88718909825033,26.217286922595505,26.696024383960573,1L
"Cattle Bay",2003,4.0,1L,22.505802419354843,29.524643549589857,26.280034042691653,26.54810662366339,1L
"Cattle Bay",2007,4.0,1L,21.94873823924731,29.679300940860216,26.56220438513398,27.108455228494627,1L
"Coconut Beach Reef",1998,4.0,2U,23.549232323232324,30.46237351190476,27.19834525437197,27.90100137444238,2U
"Coconut Beach Reef",1999,4.0,2L,22.387452956989247,29.89426747311828,26.324186428780326,26.962543757519036,2U
"Coconut Beach Reef",2000,4.0,2U,21.90933333333333,28.856021505376347,25.968610212002062,26.875861693548387,2L
"Coconut Beach Reef",2001,4.0,2L,23.428816532258065,29.310066666666668,26.587131726303113,26.83391452732975,2U
"Coconut Beach Reef",2002,4.0,2L,22.636843413978493,29.148444940476185,26.516783050814098,26.972476904121862,2L
"Coconut Beach Reef",2003,4.0,2L,23.07736760752688,30.25446130952381,26.856479284007506,27.37034012096774,2L
"Coconut Beach Reef",2004,4.0,2L,22.654614247311827,29.68183266129032,26.18505872247988,26.146500517161805,2L
"Coconut Beach Reef",2005,4.0,2U,22.654614247311827,30.038784226190472,26.253635480597385,25.97259731182796,2L
"Coconut Beach Reef",2006,4.0,2U,22.654614247311827,30.038784226190472,26.11966712562938,25.97259731182796,2U
"Coconut Beach Reef",2007,4.0,2U,23.77910613799283,29.17645900537634,26.696309369515813,26.81957279345878,2U
"Coconut Beach Reef",2008,4.0,2U,23.77910613799283,29.43055114087301,26.730410130320973,26.81957279345878,2U
"Coconut Beach Reef",2009,4.0,2L,23.77910613799283,29.43055114087301,26.730410130320973,26.81957279345878,2U
"Coconut Beach Reef",2010,4.0,2U,23.58234910394265,29.43055114087301,26.83729334147607,26.9326629286141,2L
"Coconut Beach Reef",2011,4.0,2U,21.8398122311828,29.645909363799284,26.094671226814913,26.85844784759558,2U
"Coconut Beach Reef",2013,4.0,2U,21.8398122311828,29.645909363799284,26.094671226814913,26.85844784759558,2U
"Coconut Beach Reef",2015,4.0,1U,21.8398122311828,29.645909363799284,26.094671226814913,26.85844784759558,1U
"Coconut Beach Reef",2016,4.0,2L,21.8398122311828,29.645909363799284,26.094671226814913,26.85844784759558,1U
"Coconut Beach Reef",2017,4.0,2L,21.8398122311828,29.645909363799284,26.094671226814913,26.85844784759558,2L
"Coconut Beach Reef",2019,4.0,1U,21.8398122311828,29.645909363799284,26.094671226814913,26.85844784759558,1U
"Coconut Beach Reef",2021,4.0,2U,21.8398122311828,29.645909363799284,26.094671226814913,26.85844784759558,2U
"Daydream Island",1997,4.0,1U,20.318716397849464,28.70391369047619,24.727536042083766,25.337227355902336,1U
"Daydream Island",1999,4.0,2L,20.318716397849464,27.41659703504043,24.433718856420754,25.051633127788502,2L
"Daydream Island",2000,4.0,2L,20.54482279360667,27.41659703504043,24.453829792041997,25.201234375,2L
"Daydream Island",2001,4.0,2L,21.86907407407408,28.32946102150538,25.463618093398775,25.947025638440863,2L
"Daydream Island",2003,4.0,1U,21.841377688172045,28.30685267857143,25.502495427641552,25.940835126653212,1U
"Daydream Island",2004,4.0,2L,21.71982930107527,29.353610791366908,25.61071434309748,25.627431752873562,1U
"Daydream Island",2013,4.0,1U,20.90108082437276,28.469695542114696,25.059739035458865,24.987457369248517,1U
"Daydream Island",2017,4.0,2L,21.360706048387097,29.386235153256703,25.51339092090062,26.324220162037037,2L
"Daydream Island",2021,4.0,1U,21.360706048387097,29.386235153256703,25.51339092090062,26.324220162037037,1U
"Pine Island",1997,4.0,1U,21.02159825033648,29.03983110119048,25.538812874913898,26.240704793906808,1U
"Pine Island",1998,4.0,2L,21.02159825033648,29.03983110119048,25.538812874913898,26.240704793906808,1U
"Pine Island",2000,4.0,2L,21.02159825033648,29.03983110119048,25.538812874913898,26.240704793906808,2L
"Pine Island",2001,4.0,2L,21.02159825033648,29.03983110119048,25.538812874913898,26.240704793906808,2L
"Pine Island",2003,4.0,2L,21.02159825033648,29.03983110119048,25.538812874913898,26.240704793906808,2L
"Pine Island",2004,4.0,2L,21.02159825033648,29.03983110119048,25.538812874913898,26.240704793906808,2L
"Pine Island",2013,4.0,1U,21.40069716312057,28.329231608422937,25.34315288298068,26.102251243279575,1U
"Pine Island",2017,4.0,2L,22.211302934587817,29.38950785440613,25.860515208815883,26.163675800477897,2L
"Pine Island",2021,4.0,1U,22.211302934587817,29.38950785440613,25.860515208815883,26.163675800477897,1U
"Seaforth Island",1997,4.0,1U,20.94980955585464,28.999287946428574,25.442605564929675,26.121426635226825,1U
"Seaforth Island",1998,4.0,2L,20.94980955585464,28.999287946428574,25.442605564929675,26.121426635226825,1U
"Seaforth Island",2000,4.0,2L,20.94980955585464,28.999287946428574,25.442605564929675,26.121426635226825,2L
"Seaforth Island",2001,4.0,2L,20.94980955585464,28.999287946428574,25.442605564929675,26.121426635226825,2L
"Seaforth Island",2003,4.0,2L,20.94980955585464,28.999287946428574,25.442605564929675,26.121426635226825,2L
"Seaforth Island",2004,4.0,2L,20.94980955585464,28.999287946428574,25.442605564929675,26.121426635226825,2L
"Seaforth Island",2013,4.0,1U,21.290101906058545,29.24499034961686,25.681698591780677,26.074887211394866,1U
"Seaforth Island",2017,4.0,2L,22.02474410842294,29.24499034961686,25.984997995164694,26.339194178987462,2L
"Seaforth Island",2021,4.0,1U,22.02474410842294,29.24499034961686,25.984997995164694,26.339194178987462,1U
"Agincourt Reef Number 3",1997,5.0,2L,24.79002688172043,28.486239130434782,26.715353411512293,26.588567931919567,2L
"Agincourt Reef Number 3",2000,5.0,2U,24.28161827956989,28.806649193548385,26.82008829539234,26.95140936565156,2U
"Agincourt Reef Number 3",2003,5.0,2U,24.22676364247312,28.890098358208952,26.565183456344148,26.374067719534047,2U
"Agincourt Reef Number 3",2007,5.0,2U,24.54920907258065,30.04580308908046,27.37531661475653,27.368485069444443,2U
"Dunk Island",1998,5.0,1U,21.985236559139786,29.544375,26.166632115292717,26.840052055555557,1U
"Dunk Island",2002,5.0,1U,21.985236559139786,29.544375,26.166632115292717,26.840052055555557,1U
"Dunk Island",2013,5.0,1L,22.09589943996416,30.03404628492462,26.331238053936413,27.041163530092593,1L
"Nth Barnards (Jesse Is)",1998,5.0,1U,22.235096428571428,30.740000223214285,26.908486891121033,27.599194218189968,1U
"Nth Barnards (Jesse Is)",2002,5.0,1U,22.235096428571428,30.740000223214285,26.908486891121033,27.599194218189968,1U
"Nth Barnards (Jesse Is)",2013,5.0,1L,22.98408497685185,29.24853642473118,26.4356429602044,27.063507498133212,1L
"High Island",1999,5.0,1U,21.85970906940064,30.491305729166665,26.768069879086628,27.397448047715052,1U
"High Island",2002,5.0,1L,21.85970906940064,30.491305729166665,26.768069879086628,27.397448047715052,1L
"High Island",2005,5.0,2L,21.85970906940064,30.491305729166665,26.768069879086628,27.397448047715052,2L
"High Island",2007,5.0,1U,21.85970906940064,28.79141014784945,26.30670659270361,26.975561816756276,1U
"High Island",2013,5.0,1U,22.30021341845878,29.863315887134554,26.393684605094137,27.028957472369513,1U
"Fitzroy Island",1998,5.0,2U,21.79069332437276,30.172599516496017,25.948148562183405,26.04275115740741,2U
"Fitzroy Island",1999,5.0,1L,21.79069332437276,30.172599516496017,25.948148562183405,26.04275115740741,2U
"Fitzroy Island",2002,5.0,1L,21.79069332437276,30.172599516496017,25.948148562183405,26.04275115740741,1L
"Fitzroy Island",2005,5.0,1U,21.79069332437276,30.172599516496017,25.948148562183405,26.04275115740741,1U
"Fitzroy Island",2006,5.0,1U,21.79069332437276,30.172599516496017,25.948148562183405,26.04275115740741,1U
"Fitzroy Island",2007,5.0,2L,21.79069332437276,30.172599516496017,25.948148562183405,26.04275115740741,1U
"Fitzroy Island",2008,5.0,2U,21.79069332437276,30.172599516496017,25.948148562183405,26.04275115740741,2L
"Fitzroy Island",2009,5.0,3L,21.79069332437276,30.172599516496017,25.948148562183405,26.04275115740741,2U
"Fitzroy Island",2010,5.0,3L,21.79069332437276,30.172599516496017,25.948148562183405,26.04275115740741,3L
"Fitzroy Island",2012,5.0,2U,23.33565456989248,30.172599516496017,26.52216349222925,26.846898517337493,2U
"Fitzroy Island",2017,5.0,2U,23.33565456989248,30.172599516496017,26.57540402825062,27.094407285669263,2U
"Fitzroy Island",2021,5.0,3L,24.03978866487456,29.46489827508961,26.75945983704626,27.30633021990741,3L
"Frankland Islands",1999,5.0,1U,23.417156226851848,29.95224608819346,26.587885646665654,26.840461139859617,1U
"Frankland Islands",2002,5.0,1L,23.417156226851848,29.95224608819346,26.587885646665654,26.840461139859617,1L
"Frankland Islands",2005,5.0,2L,23.417156226851848,29.95224608819346,26.587885646665654,26.840461139859617,2L
"Frankland Islands",2007,5.0,1U,23.417156226851848,29.95224608819346,26.587885646665654,26.840461139859617,1U
"Frankland Islands",2013,5.0,1U,23.417156226851848,29.95224608819346,26.587885646665654,26.840461139859617,1U
"Peak Island",2006,5.0,2L,19.642257862903225,29.06629334677419,24.085241291349316,24.04643786850358,2L
"Peak Island",2008,5.0,2L,18.59275349462365,28.50811995967741,23.776594345178143,24.082329926896314,2L
"Peak Island",2010,5.0,2L,19.83143091397849,27.93870994623656,23.765674796903827,23.874147570564514,2L
"Peak Island",2012,5.0,2L,18.78261995967741,27.890422603046595,23.598961599454665,24.140082908826166,2L
"Peak Island",2014,5.0,2L,19.324541845878134,27.60919191308244,24.224487723352073,25.525951899641576,2L
"Peak Island",2020,5.0,3L,19.94921803315412,27.616329910714285,24.179567988226054,24.847442997311823,3L
"Peak Island",2021,5.0,2U,19.94921803315412,27.616329910714285,24.179567988226054,24.847442997311823,3L
"North Keppel Island",2006,5.0,2L,18.714641397849466,27.73063057795699,24.106189479852713,24.604711717069893,2L
"North Keppel Island",2008,5.0,2L,18.714641397849466,27.73063057795699,23.707159667474006,23.52685270210464,2L
"North Keppel Island",2010,5.0,2L,20.06107114695341,28.38700575716846,24.10317673828075,24.194178599163685,2L
"North Keppel Island",2012,5.0,2L,20.06107114695341,28.38700575716846,24.10317673828075,24.194178599163685,2L
"North Keppel Island",2014,5.0,2L,19.31693624551972,28.38700575716846,24.099035329187938,24.194178599163685,2L
"North Keppel Island",2020,5.0,3L,19.87287125896057,29.27636431992337,24.4425482477251,24.673001087589604,3L
"North Keppel Island",2021,5.0,2U,19.87287125896057,27.71217788978495,24.30019065306409,24.685290806211995,3L
"Pandora Reef",1997,5.0,3U,22.875435685483872,29.305634176587304,26.215670827165784,26.489448646953406,3U
"Pandora Reef",1998,5.0,2L,22.875435685483872,29.305634176587304,26.215670827165784,26.489448646953406,3U
"Pandora Reef",1999,5.0,1L,22.875435685483872,29.305634176587304,26.215670827165784,26.489448646953406,2L
"Pandora Reef",2000,5.0,1L,22.875435685483872,29.305634176587304,26.215670827165784,26.489448646953406,1L
"Pandora Reef",2001,5.0,1L,22.875435685483872,29.305634176587304,26.215670827165784,26.489448646953406,1L
"Pandora Reef",2002,5.0,1L,22.875435685483872,29.305634176587304,26.215670827165784,26.489448646953406,1L
"Pandora Reef",2003,5.0,1L,22.875435685483872,29.305634176587304,26.215670827165784,26.489448646953406,1L
"Pandora Reef",2005,5.0,1U,22.875435685483872,29.305634176587304,26.215670827165784,26.489448646953406,1U
"Pandora Reef",2006,5.0,1L,22.875435685483872,29.305634176587304,26.215670827165784,26.489448646953406,1U
"Pandora Reef",2007,5.0,1L,22.875435685483872,29.305634176587304,26.215670827165784,26.489448646953406,1L
"Pandora Reef",2008,5.0,1U,22.875435685483872,29.305634176587304,26.215670827165784,26.489448646953406,1L
"Pandora Reef",2009,5.0,1L,22.875435685483872,29.305634176587304,26.215670827165784,26.489448646953406,1U
"Pandora Reef",2011,5.0,1L,22.17915329301076,29.30847206541219,26.087131827941946,25.904171581450957,1L
"Pandora Reef",2013,5.0,1L,22.17915329301076,29.82784480286739,26.37897427698266,26.364806586394863,1L
"Pandora Reef",2017,5.0,2U,22.629167222222225,30.132063261648742,26.534879827229858,26.775228907002198,2U
"Humpy Island",2006,5.0,2L,18.607940188172044,26.97810752688172,23.61048965005017,24.42088057795699,2L
"Humpy Island",2008,5.0,2L,18.90048629032258,27.72609625896057,23.542386724788003,23.675905480137395,2L
"Humpy Island",2010,5.0,2L,18.90048629032258,27.72609625896057,23.542386724788003,23.675905480137395,2L
"Humpy Island",2012,5.0,2L,18.90048629032258,27.72609625896057,23.542386724788003,23.675905480137395,2L
"Humpy Island",2014,5.0,2L,20.34022833781362,28.65924935515873,24.616345130742815,24.65221923747787,2L
"Humpy Island",2020,5.0,3L,19.88220047043011,29.288522717113665,24.437053992785795,24.64930664314516,3L
"Humpy Island",2021,5.0,2U,20.217130129928314,27.8062436155914,24.3559210004548,24.75213935707885,3L
"Barren Island",2006,5.0,2L,20.785527953667952,27.564575502873563,24.14164141937341,23.76537330383811,2L
"Barren Island",2008,5.0,2L,20.785527953667952,27.564575502873563,24.03792443878189,23.76537330383811,2L
"Barren Island",2010,5.0,2L,21.702787634408605,27.346894047619045,24.12260134609768,23.54052453209255,2L
"Barren Island",2012,5.0,2L,21.702787634408605,27.96923951612904,24.55345291998952,24.725831024118875,2L
"Barren Island",2014,5.0,2L,21.702787634408605,27.96923951612904,24.55345291998952,24.725831024118875,2L
"Barren Island",2020,5.0,3L,20.34013745519713,29.19294252873563,24.408700230860333,24.340290822258805,3L
"Barren Island",2021,5.0,2U,20.34013745519713,29.19294252873563,24.408700230860333,24.340290822258805,3L
"Mermaid Reef",1998,5.0,3U,24.71453245967742,30.43908659722222,28.24268890216359,28.794120910244924,3U
"Mermaid Reef",2003,5.0,4U,24.71453245967742,30.43908659722222,28.24268890216359,28.794120910244924,4U
"Clerke Reef",1998,5.0,3U,26.72183481182796,31.63139583333333,29.532192953855912,30.157530452508965,3U
"Clerke Reef",2003,5.0,4U,26.72183481182796,31.63139583333333,29.532192953855912,30.157530452508965,4U
"Shute and Tancred Islands",1997,5.0,1U,22.372886626344087,29.271953968253968,26.147103857859673,26.10227236860152,1U
"Shute and Tancred Islands",1999,5.0,2L,22.372886626344087,29.271953968253968,26.147103857859673,26.10227236860152,2L
"Shute and Tancred Islands",2000,5.0,2L,22.372886626344087,29.271953968253968,26.147103857859673,26.10227236860152,2L
"Shute and Tancred Islands",2001,5.0,2L,22.372886626344087,29.271953968253968,26.147103857859673,26.10227236860152,2L
"Shute and Tancred Islands",2003,5.0,1U,22.372886626344087,29.271953968253968,26.147103857859673,26.10227236860152,1U
"Shute and Tancred Islands",2004,5.0,2L,22.372886626344087,29.271953968253968,26.147103857859673,26.10227236860152,1U
"Shute and Tancred Islands",2013,5.0,1U,22.372886626344087,29.271953968253968,26.147103857859673,26.10227236860152,1U
"Shute and Tancred Islands",2017,5.0,2L,21.966737596899225,29.271953968253968,25.61283915086452,25.620834514635604,2L
"Shute and Tancred Islands",2021,5.0,1U,21.697852262544803,28.45283196684588,25.402918107445988,25.706459040098565,1U
"Northeast Reef",1997,5.0,2L,23.166916151433693,29.86165627480159,26.93023658526589,27.0231430630227,2L
"Northeast Reef",1998,5.0,2U,23.166916151433693,29.86165627480159,26.93023658526589,27.0231430630227,2L
"Northeast Reef",2000,5.0,1L,23.166916151433693,29.86165627480159,26.93023658526589,27.0231430630227,1L
"Northeast Reef",2001,5.0,1L,23.166916151433693,29.86165627480159,26.93023658526589,27.0231430630227,1L
"Northeast Reef",2003,5.0,1L,23.166916151433693,29.86165627480159,26.93023658526589,27.0231430630227,1L
"Northeast Reef",2007,5.0,1L,23.166916151433693,29.86165627480159,26.93023658526589,27.0231430630227,1L
"Pelican Island",2006,5.0,2L,18.92768494623656,27.47409877873564,24.02931296061571,24.313089050179215,2L
"Pelican Island",2008,5.0,2L,18.92768494623656,27.547451612903224,24.03652671747329,24.313089050179215,2L
"Pelican Island",2010,5.0,2L,18.71683649193548,28.408496348566302,23.965570388376516,24.639866612903226,2L
"Pelican Island",2012,5.0,2L,18.71683649193548,28.408496348566302,23.965570388376516,24.639866612903226,2L
"Pelican Island",2014,5.0,2L,18.71683649193548,28.408496348566302,23.965570388376516,24.639866612903226,2L
"Pelican Island",2020,5.0,3L,19.259308125,29.68076913314176,24.454334487884775,25.11454789239845,3L
"Pelican Island",2021,5.0,2U,19.259308125,27.721278068996416,24.245933811492772,24.655389443324378,3L
"Lady Elliot Reef",1997,5.0,2L,20.769377822580648,30.605542674731183,26.69928157928933,27.3537643671595,2L
"Lady Elliot Reef",1998,5.0,2U,20.769377822580648,30.605542674731183,26.69928157928933,27.3537643671595,2L
"Lady Elliot Reef",2000,5.0,1L,20.769377822580648,30.605542674731183,26.69928157928933,27.3537643671595,1L
"Lady Elliot Reef",2001,5.0,1L,20.769377822580648,30.605542674731183,26.69928157928933,27.3537643671595,1L
"Lady Elliot Reef",2003,5.0,1L,20.769377822580648,30.605542674731183,26.69928157928933,27.3537643671595,1L
"Lady Elliot Reef",2007,5.0,1L,20.769377822580648,30.605542674731183,26.99574648189484,27.47402276769713,1L
"Havannah Island",1997,5.0,3U,21.494190615835777,30.51005349462366,26.89724630080467,27.42437148633513,3U
"Havannah Island",1998,5.0,2L,21.494190615835777,30.51005349462366,26.89724630080467,27.42437148633513,3U
"Havannah Island",1999,5.0,1L,21.494190615835777,30.51005349462366,26.89724630080467,27.42437148633513,2L
"Havannah Island",2000,5.0,1L,21.494190615835777,30.51005349462366,26.89724630080467,27.42437148633513,1L
"Havannah Island",2001,5.0,1L,21.494190615835777,30.51005349462366,26.89724630080467,27.42437148633513,1L
"Havannah Island",2002,5.0,1L,21.494190615835777,30.51005349462366,26.89724630080467,27.42437148633513,1L
"Havannah Island",2003,5.0,1L,21.494190615835777,30.51005349462366,26.89724630080467,27.42437148633513,1L
"Havannah Island",2005,5.0,1U,21.494190615835777,30.51005349462366,26.89724630080467,27.42437148633513,1U
"Havannah Island",2006,5.0,1L,21.494190615835777,30.51005349462366,26.89724630080467,27.42437148633513,1U
"Havannah Island",2007,5.0,1L,21.494190615835777,30.51005349462366,26.89724630080467,27.42437148633513,1L
"Havannah Island",2008,5.0,1U,22.216655577956992,30.51005349462366,26.779243497282224,27.290238052195345,1L
"Havannah Island",2009,5.0,1L,22.751259632616485,29.521166465053764,26.72086293524256,27.098522129256274,1U
"Havannah Island",2011,5.0,1L,22.751259632616485,29.93103313172044,26.71385125958595,26.898207893145162,1L
"Havannah Island",2013,5.0,1L,22.751259632616485,29.93103313172044,26.71385125958595,26.898207893145162,1L
"Havannah Island",2017,5.0,2U,22.66146,29.93103313172044,26.57216355837853,26.66254760845384,2U
"Nth Muiron",1998,5.0,3L,22.32860940860215,28.368549977598565,25.245779745006597,24.768748819444447,3L
"Nth Muiron",2001,5.0,3U,22.32860940860215,28.368549977598565,25.245779745006597,24.768748819444447,3U
"Bedarra Island",1998,5.0,1U,22.83297965277778,30.02621491935484,26.785693498510714,27.212670543608123,1U
"Bedarra Island",2002,5.0,1U,22.83297965277778,30.02621491935484,26.785693498510714,27.212670543608123,1U
"Bedarra Island",2013,5.0,1L,22.83297965277778,30.02621491935484,26.785693498510714,27.212670543608123,1L
"Cattle Bay",1997,5.0,2L,22.89417157258065,30.393634005376345,27.01079014430741,27.61988077172939,2L
"Cattle Bay",1998,5.0,2U,22.89417157258065,30.393634005376345,27.01079014430741,27.61988077172939,2L
"Cattle Bay",2000,5.0,1L,22.89417157258065,30.393634005376345,27.01079014430741,27.61988077172939,1L
"Cattle Bay",2001,5.0,1L,22.89417157258065,30.393634005376345,27.01079014430741,27.61988077172939,1L
"Cattle Bay",2003,5.0,1L,22.89417157258065,30.393634005376345,27.01079014430741,27.61988077172939,1L
"Cattle Bay",2007,5.0,1L,22.89417157258065,30.393634005376345,27.371904455298477,27.91596549395161,1L
"Daydream Island",1997,5.0,1U,22.260296574850297,28.78841167114695,25.493325584175764,25.190864144265227,1U
"Daydream Island",1999,5.0,2L,22.260296574850297,28.78841167114695,25.493325584175764,25.190864144265227,2L
"Daydream Island",2000,5.0,2L,22.260296574850297,28.78841167114695,25.493325584175764,25.190864144265227,2L
"Daydream Island",2001,5.0,2L,22.260296574850297,28.78841167114695,25.493325584175764,25.190864144265227,2L
"Daydream Island",2003,5.0,1U,22.260296574850297,28.78841167114695,25.493325584175764,25.190864144265227,1U
"Daydream Island",2004,5.0,2L,22.260296574850297,28.78841167114695,25.493325584175764,25.190864144265227,1U
"Daydream Island",2013,5.0,1U,22.260296574850297,28.78841167114695,25.493325584175764,25.190864144265227,1U
"Daydream Island",2017,5.0,2L,22.260296574850297,28.659333938172043,25.570346187368873,25.922914771505376,2L
"Daydream Island",2021,5.0,1U,21.795235528673835,28.40995602598566,25.415162179290586,25.690773858273594,1U
"Pelorus Island",1997,5.0,2L,21.14185483870968,28.58148148148148,25.31530835590871,25.63023991935484,2L
"Pelorus Island",1998,5.0,2U,22.80945564516129,30.00779761904761,26.592560420514236,27.116908775333467,2L
"Pelorus Island",2000,5.0,1L,21.637090277777776,28.230557795698925,25.3427167042103,26.147555349279116,1L
"Pelorus Island",2001,5.0,1L,23.017627688172045,28.702819220430108,26.157381101591,26.689787539261978,1L
"Pelorus Island",2003,5.0,1L,21.27815759408602,29.56441756272401,25.738275409254584,26.371536189201425,1L
"Pelorus Island",2007,5.0,1L,21.27815759408602,29.56441756272401,25.738275409254584,26.371536189201425,1L
"Halfway Island",2006,5.0,2L,20.27336032706093,27.901491935483868,24.377302389967653,24.675793000113025,2L
"Halfway Island",2008,5.0,2L,20.27336032706093,27.901491935483868,24.377302389967653,24.675793000113025,2L
"Halfway Island",2010,5.0,2L,20.33100723566308,27.901491935483868,24.03032288397847,23.993429515755675,2L
"Halfway Island",2012,5.0,2L,18.885462275985663,27.858622102490425,23.609113094678094,23.77923465464456,2L
"Halfway Island",2014,5.0,2L,20.570409927536232,28.073194959677423,24.12614550659416,24.061824170773594,2L
"Halfway Island",2020,5.0,3L,20.570409927536232,28.073194959677423,24.12614550659416,24.061824170773594,3L
"Halfway Island",2021,5.0,2U,20.570409927536232,28.073194959677423,24.12614550659416,24.061824170773594,3L
"Abbott Point",1998,5.0,1L,22.543111559139785,29.33638392857143,26.158331062352193,26.083902672558928,1L
"Abbott Point",2001,5.0,1U,21.666888440860216,29.395406586021508,25.565172079119744,25.72724483646953,1U
"Abbott Point",2004,5.0,1U,20.93240866935484,28.745322110215056,25.241138796930972,25.959154542345836,1U
"Abbott Point",2021,5.0,1U,21.82556995967742,28.85795840773809,25.86798402389753,25.94970391689068,1U
"Lucinda",1997,5.0,2L,22.7350369872226,29.610826612903228,26.42441836573558,26.500032930107526,2L
"Lucinda",1998,5.0,2U,22.7350369872226,29.610826612903228,26.42441836573558,26.500032930107526,2L
"Lucinda",2000,5.0,1L,22.79855712365591,28.83801075268817,26.13143306439109,26.512526388888887,1L
"Lucinda",2001,5.0,1L,22.79855712365591,29.721312500000003,26.393020559038202,26.512526388888887,1L
"Lucinda",2003,5.0,1L,22.239950235373232,29.898619791666665,26.41829956213824,27.068250072855253,1L
"Lucinda",2007,5.0,1L,21.241964717741936,30.29908575268817,26.68135223178284,27.092698726478496,1L
"Night Island",2002,5.0,3U,24.49846572580645,30.527150297619045,27.423065402850707,27.47420353562428,3U
"Night Island",2005,5.0,3L,24.999085714285712,31.137524911032024,28.575071903908327,29.047227197580646,3L
"Night Island",2013,5.0,2L,24.267880241935487,30.47000927419355,27.189298207098307,26.572848015471287,2L
"Night Island",2017,5.0,2L,24.267880241935487,30.47000927419355,27.189298207098307,26.572848015471287,2L
"Night Island",2020,5.0,1L,24.267880241935487,30.47000927419355,27.189298207098307,26.572848015471287,1L
"Low Isles",1997,5.0,2U,23.303151881720428,29.90090163934426,26.77624218414388,27.522393033154117,2U
"Low Isles",1998,5.0,3L,23.303151881720428,29.90090163934426,26.75984514305904,27.522393033154117,2U
"Low Isles",1999,5.0,2L,22.24349056603773,29.46453787352328,25.96853765178751,26.33294182508014,3L
"Low Isles",2000,5.0,1U,21.98527399165508,28.605258620689657,25.780400336710795,26.559251581813395,2L
"Low Isles",2002,5.0,1U,22.547677889784943,29.430972429210136,26.21981989571131,26.132593342055653,1U
"Low Isles",2004,5.0,2L,22.73354472091459,29.25334610215054,26.145256841164016,26.077285674322077,2L
"Low Isles",2006,5.0,2U,23.691322580645163,30.086952380952383,26.721889346411505,26.765492361111107,2U
"Low Isles",2007,5.0,2U,23.034767674731185,30.232057056451616,26.77731189376605,26.946973207885307,2U
"Low Isles",2008,5.0,2U,22.455000403225807,29.6039311827957,26.169898814919094,26.22090337701613,2U
"Low Isles",2010,5.0,3L,23.512647849462365,29.295516071428573,26.52400936794866,26.571068109253673,3L
"Low Isles",2017,5.0,3L,23.184210578703706,29.96028895609319,26.788901304847954,26.93552241226105,3L
"Low Isles",2019,5.0,2U,22.38591335685484,28.97150786830357,26.03213040313135,26.4420132161925,2U
"Low Isles",2020,5.0,2L,23.379523894862608,29.80455954127121,26.755870725588895,26.96068749278176,2U
"Low Isles",2021,5.0,2L,23.379523894862608,29.94514086730615,26.797460816812286,26.96068749278176,2L
"Mourilyan",1998,5.0,2L,23.2346438172043,30.639642857142857,26.826341246413552,27.13318014112903,2L
"Mourilyan",2002,5.0,1L,21.789124327956987,29.99077380952381,26.424829468819336,26.710242013888895,1L
"Thursday Island",2020,5.0,1L,25.27525725806452,30.771924932795702,27.53833905208853,27.084497927867382,1L
"Thursday Island",2021,5.0,1L,25.27525725806452,30.771924932795702,27.53833905208853,27.084497927867382,1L
"Geoffrey Bay",1997,5.0,3U,22.688516226851856,29.67627016129032,26.22720463568014,26.627698382936508,3U
"Geoffrey Bay",1998,5.0,2L,22.688516226851856,29.67627016129032,26.22720463568014,26.627698382936508,3U
