site,site_id,subsite,subsite_id,depth,parameter,lat,lon,gbrmpa_reef_id,REEF_NAME,REEF_ID,REEF_lat,REEF_lon,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12
Kimbe Island,1035,KIMFL1,4003,1.0,Water Temperature,-5.2015,150.3776,,MER,00085S,-9.918333,144.051667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.87054338028169,30.89050100806452,30.74554805555556,30.374326478494623,30.04080552188552,30.04998375,30.986563709677423,31.12088875000001,31.24693830645161,31.38518944892473,29.987249330357145,30.46119233870968,30.90213330618893,,,,,,,,,,,,30.23095983606557,30.197930107526883,30.34863125,29.05299462365592,29.422081317204302,29.76615625,30.369641129032257,30.102410416666665,30.240904569892475,29.049069220430106,30.431758620689656,30.85102755376344,29.975336330935253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limuka,1079,LIMFL1,3965,1.0,Water Temperature,-5.4369,150.0975,,MER,00085S,-9.918333,144.051667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.493761689419795,30.618833960573475,30.78333115740741,30.70237907706093,30.619420676523298,30.684869791666664,31.08409912634409,30.838490046296297,30.8268410842294,29.91874083333333,29.399943976047908,29.53225524193548,30.005013773148143,30.567500000000003,31.02543708333333,30.17102921146953,30.96147948028674,30.10247326388889,30.481852464157704,30.900371759259265,30.831612433433666,30.15476203703704,29.560619914874547,29.371576904121863,29.757738425925925,30.09105165770609,30.307099953703705,30.95589733422939,30.286643817204304,29.94998343253968,30.3027916218638,30.765488564814817,30.432202535211264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heron Island,130,HERFL1,2650,1.0,Water Temperature,-23.4384,151.9182,23-052,WRECK ISLAND REEF,23051S,-23.333333,151.966667,25.698360215053764,27.07341281669151,25.72825471698113,24.349104166666667,23.04351478494624,21.26496872828353,20.36206317204301,20.50944892473118,21.885625,23.18354838709677,24.469546332046328,25.929227498228208,26.048266129032264,27.58395052473763,26.30101478494624,25.04036111111112,23.11655241935484,21.71976306620209,20.254114864864864,20.41624327956989,22.03671527777778,23.036431451612906,23.653576388888887,25.58767782426778,27.40288331071913,27.41777777777778,26.96418010752688,24.77616666666666,23.441323924731183,21.90102083333333,20.73928043039677,20.30440620782726,21.668180555555555,23.72567204301076,23.75505555555556,24.832399193548387,26.26790322580645,25.868692052980133,,,,,,,,,,,,,,,23.86392507886435,21.921142361111112,21.03224260752688,21.00250672043011,21.959041753653445,23.32685215053764,24.81078958333333,26.86918009478673,27.687306025727825,28.40776331811264,26.933181451612903,25.20734236111112,23.195272727272727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.71959,21.75733615591398,23.209350069444444,25.35822829301076,26.802951927119828,28.59426401967674,29.16085136425648,28.85681554207733,27.3670811155914,25.69253581989248,22.586975134408604,20.664192896935933,20.642546370967743,20.643430779569893,21.087356944444444,21.87693346774193,23.36311875,24.18456854838709,25.561318090114323,25.132994791666665,25.74496799485861,25.066167782026767,25.4211125672043,22.56231513888889,21.3840385444744,21.96690248655914,22.883576875000003,24.440259072580645,25.367841388888888,26.97153633288227,27.854714614343703,27.491869612068967,26.05329576612904,25.33391180371353,23.88565419615773,22.34939770471464,20.99508707713126,20.41747551020408,22.22825361111111,23.835234005376343,25.584952500000004,27.41865070802428,27.20040188172043,27.337210235026536,26.377405040322586,25.877406666666666,23.60927631578948,,,,,23.435937951807222,25.17538795215038,26.93861184594953,27.212934423592493,27.49784910587568,26.665749718206325,25.409998993785145,,,,,,,,,,,26.155183096085413,24.78125453703704,22.460756205197136,21.213818125,20.10130423387097,20.46806931781442,21.48161020844468,22.63480772883144,25.1560032132964,25.35122610169492,26.32055654869543,27.40384776078646,26.979491432519577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.725227659574468,24.22444193548387,24.651761203703703,26.554575774584645,27.36755663082437,27.308213467261904,26.65858629032257,25.48711078703704,23.533728158602152,21.807231898148142,21.66101426971326,21.44612114735658,22.055613310185187,23.62496793239176,25.15761453703704,25.950270900537635,26.79890636200717,27.039056150793648,27.242693297466936,25.105659143686506,23.49380681003584,21.842778101851856,21.42458967879605,21.056948604416544,22.30587085580871,23.18980016427718,24.946281867283947,26.36153679808841,27.48274114105073,28.703967900326795,26.90388365391812,26.06707959104938,23.33843378650929,22.487664902580303,,,,,,,,,,,,,,,,,,
Boult Reef,2720,BOULTFL1,12461,1.0,Water Temperature,-23.747,152.2725,23-079,BOULT REEF,23079S,-23.758333,152.266667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.34129432176656,24.46321706018518,25.948041711469536,26.96963010752688,26.990775297619045,26.872450515232977,26.041183518518515,24.304921303763443,22.73692944444445,22.170806496415768,21.78565780864889,21.992546458333337,23.269157123655912,24.425403935185184,25.655268839605736,26.53093991935484,27.00145682043651,26.987443951612903,25.810356944444443,24.434958198924733,22.72157775462963,22.10294047939068,21.45420396505376,22.358525000000004,23.0279166890681,24.27024789351852,26.03443156362007,26.4345052238806,,,,,,,,,,,,,,,,,,,,,,,
Lady Musgrave,3060,LADYFL1,13656,1.0,Water Temperature,-23.8884,152.422,,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.28540128253489,24.576965578703703,26.12706176075269,27.06487116935484,27.12823199404762,27.0255478046595,26.21471430555556,24.36991563620072,22.777841319444445,22.056462191842225,21.717319200538963,22.07801858796296,23.25995479390681,24.623268125000003,25.580592741935483,26.547545071684585,27.06998219246032,27.00276299865532,26.052572060185184,24.542322199820788,22.77599668981481,22.11182056451613,21.246180555555554,22.345628796296296,23.155888799283154,24.39136513888889,26.21344490253193,26.409286290322576,,,,,,,,,,,,,,,,,,,,,,,
Davies Reef,4,DAVFL1,2629,1.0,Water Temperature,-18.8065,147.6688,18-096,DAVIES REEF,18096S,-18.825,147.641667,,,,,,,,23.343538461538465,24.214561891515995,25.414455645161294,26.427125,28.207637954239573,28.226149193548384,29.547395833333333,28.4685868102288,27.962916666666665,26.737513888888888,25.20118055555556,24.054475100942124,24.175924680564894,25.11032638888889,26.4711626344086,27.316229166666663,28.01888739042481,28.72066037735849,28.699232488822656,28.311948924731183,27.15735632183908,25.46436827956989,24.85531944444444,23.3841061827957,22.878810483870968,23.73368055555555,25.163474462365592,26.545256944444443,26.841848118279568,28.18067876344086,28.07101293103449,27.83094086021505,27.066902777777777,25.48875121612231,23.463040972222224,23.030173387096774,22.75161559139785,23.68552083333333,25.248306451612905,26.79026407227241,27.057649193548382,27.71086590296496,28.19258333333333,28.59602016129032,27.08551355107714,26.35850451702571,24.856185416666666,23.75645833333333,23.693194220430108,24.42676875,25.780047106325707,27.391209722222225,28.61628360215054,29.098819220430112,29.33328657407408,28.36882158708809,27.311156567060458,26.224004166666663,24.867400763888888,23.295109292929293,23.29390477150537,24.09331444444444,25.122666935483867,25.58489891304348,,,,28.12464331210192,27.684136111111112,25.87686088709677,24.95995902777777,23.828624075319432,23.761219528619527,24.314316666666663,25.457945564516127,26.066210416666667,27.74860954301075,28.90815994623656,29.05596908698778,28.52556641942009,26.922172341954024,26.059152956989248,24.81716125,23.74021317204301,23.56878944892473,24.082096736111108,25.385335147849464,26.85076972222222,27.640273319892472,28.22767439516129,29.01873511904762,28.416952755376343,27.34704698275862,25.98814324142569,24.595049305555555,23.62307795698925,23.29515053763441,23.964113194444447,25.88775050437121,27.26585535465925,28.474098790322586,28.646644489247308,28.98174107142857,28.280276881720432,27.554003474635167,25.649754032258063,24.18590486111111,23.49374059139785,23.282756720430108,23.615065277777774,24.17100940860215,25.85001180555556,26.834228648285137,27.40788157894737,,,,,24.49563057939914,23.502878897849467,23.558424798387097,24.73727243055556,26.201060887096773,27.67587,29.18628548387097,29.48200275537635,29.5267132183908,27.91037815860216,26.97640979166667,25.27517627688172,24.092185138888887,23.112262836021504,22.81574569892473,24.37551180555556,26.03451633064516,27.593818194444445,29.40685571236559,29.13723823924732,29.0585293154762,27.42524672619048,26.88018152777778,25.336279032258066,24.23983145833333,23.727542607526885,23.548416599462364,24.583920486111108,25.082355309139786,25.53932673611111,26.39704430379747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rib Reef,743,RIBFL1,10199,1.0,Water Temperature,-18.473,146.8774,18-032,RIB REEF,18032S,-18.483333,146.883333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.823110632183905,28.196911559139785,27.23787310185185,25.511284565412183,23.75110282407407,23.679904480286737,23.92939245071685,24.64268087962963,25.77981628584229,27.13672784722222,27.92094717741936,28.24280954301076,28.53272787698413,28.34314367762853,27.249748194444447,25.716826187275984,23.883695347222226,22.88356910842294,23.03488653673835,23.799119444444443,25.25355477150537,26.59893101851852,27.80576615143369,28.91080248655913,29.827909937739467,28.48570669802867,27.86938881944444,26.161703446327685,,,,,,,,,,,,,,,,,,,
Coconut Beach Reef,859,COCFL1,2617,1.0,Water Temperature,-16.1036,145.4676,,MACKAY REEF,16015S,-16.05,145.65,28.590100942126515,29.0381994047619,28.41733198924731,26.29701876302989,25.22467296021578,23.043972222222223,21.888655913978493,23.05665994623656,24.52252083333333,26.54570564516129,27.835569444444445,28.46258333333333,28.950739247311827,30.72155621742368,28.77094885598924,28.38517361111112,26.75014824797844,24.584506258692628,23.715349462365587,24.59179676985196,26.580459770114945,27.9550873655914,28.441770833333333,29.15115591397849,30.04942837928716,29.84827380952381,28.654388440860213,27.03580958999305,25.167318548387097,24.049104166666663,22.57149394347241,22.484754539340955,24.89574704656012,27.18095558546433,27.72682638888889,27.38860887096774,29.047404169468727,28.94411160714286,28.154553763440862,27.08795552466991,25.288039004707464,21.872815844336348,22.42392732166891,22.94400537995965,24.716506944444447,26.684519515477792,27.764951355107712,27.167823924731177,28.30824865591397,28.09019270833333,29.494687500000005,27.16220486111111,26.362888440860218,23.727727777777776,23.471425403225805,23.70510483870968,25.31330833333333,26.830747983870967,28.772868055555552,29.401625000000003,29.061071236559137,29.580325148809525,29.166067876344087,27.28047222222222,25.99557862903226,24.046819444444445,22.698983870967744,23.56201680107527,24.871521551724136,26.5457061197041,27.562727083333336,28.659467741935483,29.14466129032258,30.124764530551417,28.660216397849464,27.974617361111108,25.64237567204301,24.535384027777773,22.942787634408603,23.74135752688172,25.219780555555552,26.91930577956989,27.56009097222222,28.750844086021505,29.383317204301072,29.220558908045973,28.677557795698927,26.4137374301676,25.691906586021503,23.27966597222222,22.649606854838712,24.094031319444444,25.066833611111107,26.404168750000004,28.077522916666663,28.681316532258062,29.025302822580645,29.48160677083333,28.97199758064516,27.241460069444443,25.60179086021505,24.36028645833333,23.24854173387097,23.03755732526881,24.503277916666665,26.75554213709677,28.715865902777782,29.704106944444447,30.12603803763441,30.74689933035714,29.174709274193543,28.065644791666667,25.688401478494622,23.78500229166667,23.012728629032257,23.10631317204301,24.642624583333333,25.391238844086025,27.29812861111112,28.303288239247312,29.72178360215053,29.229927455357146,28.85094045189505,28.05775190615836,27.542231586021504,25.50865715277778,23.28028326612903,24.27758454301076,26.013349166666668,27.30986357526882,29.051098680555555,30.86693971774193,30.545113978494623,30.389782327586204,28.656109475806453,27.65032513888889,25.878786357526884,24.267500347222228,23.388672379032258,23.154337701612903,26.00099215277778,27.00670526315789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tryon Island,885,TRYFL1,2642,1.0,Water Temperature,-23.2457,151.7739,23-046,NORTH REEF (NORTH),23045A,-23.183333,151.908333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.928586764705884,22.669030416666665,23.587729054659498,24.57067490740741,26.50610421146953,27.177532533632284,27.09513108679433,26.35124020887728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.69428424119584,24.123330885334536,24.426812423958825,25.950083223159336,26.9048682283375,26.935446745711403,26.64073121413817,25.71024352174924,23.73696680125617,22.16006046893317,21.84727942180742,21.284358466819224,21.89145738425925,23.45682934048008,24.84323447313329,25.94611922729327,26.4543152615947,26.95023282154543,27.147090886017534,25.744559094176854,24.030813261648746,22.215408572752548,21.833516666666668,21.340372896986057,22.27776705967276,23.170853276481147,24.60848524819389,26.206939055118102,27.11153451266834,28.26381200396825,26.95316491470724,26.282534615384616,23.88184997726239,22.92341600270088,,,,,,,,,,,,,,,,,,
Low Isles,915,LOWFL1,2685,1.0,Water Temperature,-16.3831,145.5619,16-028,LOW ISLANDS REEF,16028S,-16.383333,145.566667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.692407867494826,28.24068590277778,26.40538519265233,24.50438752314815,23.38354572132616,23.8043416218638,25.201178263888888,25.37687806899641,27.69936532407408,28.62443102598566,29.539421998207885,29.890725838926173,29.732566868279573,28.17113108796296,26.96818812724014,26.10533650462963,24.62968662634409,23.793699663978494,25.95557295956338,27.102971931003584,28.179172291666664,29.284779883512545,30.308660775089606,29.944076413690475,30.25888814964157,27.789133935185184,25.519934991039424,23.266889675925928,23.6999498655914,24.326243234767023,25.023085277777778,26.664757302867383,27.631077152777777,29.3368502016129,29.04284930555556,29.15688298611112,28.33252954749104,27.54538578703704,25.291405734767025,23.41436675925926,23.346202195340503,23.99082721774193,25.09670127314815,26.372968570788533,28.052635810185187,28.628544578853045,28.555022043010755,29.25511036706349,28.738737029569894,27.341304282407407,25.50476771953405,23.15941164351852,22.47357950268817,22.844090972222222,23.889905648148147,25.69056317204301,27.39187625,28.38652813620072,29.48672956989247,29.99103111610968,29.26823589456392,28.300185246913586,25.62959584080048,23.96234717184968,23.44137040365461,24.28118784352005,24.65219262467806,26.33909425235743,27.973148688271603,29.35351316457587,29.14344154320988,29.44045840773809,28.69328552867384,27.677812700617284,25.607369601254483,24.27434677469136,24.2600103718638,24.155961394862604,24.337836906756003,,,
