site,site_id,subsite,subsite_id,depth,parameter,lat,lon,gbrmpa_reef_id,REEF_NAME,REEF_ID,REEF_lat,REEF_lon,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,End,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12
Dunk Island,1005,DUNKFL1,3168,3,Water Temperature,-17.9263,146.1461,17-053,JESSIE-KENT REEF,17043A,-17.676667,146.175,1L,1L,1L,1U,1U,1U,1U,1U,1U,1U,1L,1L,1L,1L,1L,1L,1L,1L,1L,1L,1L,1L,1L,1L,1L,1L,1L,1L,1L,1L,28.79980645,29.64864732,28.68419019,26.91530625,25.11220565,23.87082569,22.42983266,22.00984946,23.99808681,26.888348,27.71771319,28.55840591,28.79980645,29.64864732,28.68419019,26.91530625,25.11220565,23.87082569,22.42983266,22.00984946,23.99808681,26.888348,27.71771319,28.55840591,28.79980645,29.64864732,28.68419019,26.91530625,25.11220565,23.87082569,22.42983266,22.00984946,23.99808681,26.888348,27.71771319,28.55840591,28.79980645,29.64864732,28.68419019,26.91530625,25.11220565,23.87082569,22.42983266,22.00984946,23.99808681,26.888348,27.71771319,28.55840591,28.79980645,29.64864732,28.68419019,26.91530625,25.11220565,23.87082569,22.42983266,22.00984946,23.99808681,26.888348,27.71771319,28.55840591,28.79980645,29.64864732,28.68419019,26.91530625,25.11220565,23.87082569,22.42983266,22.00984946,23.99808681,26.888348,27.71771319,28.55840591,28.79980645,29.64864732,28.68419019,26.91530625,25.11220565,23.87082569,22.42983266,22.00984946,23.99808681,26.888348,27.71771319,28.55840591,28.79980645,29.64864732,28.68419019,26.91530625,25.11220565,23.87082569,22.42983266,22.00984946,23.99808681,26.888348,27.71771319,28.55840591,28.79980645,29.64864732,28.68419019,26.91530625,25.11220565,23.87082569,22.42983266,22.00984946,23.99808681,26.49386223,28.49507083,28.83478562,29.70634207,30.15684449,28.42237231,27.43901042,25.22819188,24.05437063,21.28208574,23.2521039,25.44431965,27.34600524,29.06481847,30.55359415,30.94026015,30.43275984,28.47610148,27.73311528,25.6611336,24.05437063,21.28208574,23.2521039,25.44431965,27.34600524,29.06481847,30.55359415,30.94026015,30.43275984,28.47610148,27.73311528,25.6611336,24.05437063,22.9329705,21.90370866,24.37456701,26.45260262,28.14059694,29.29666203,28.79990397,28.30710461,28.58527661,27.88664021,24.99230457,23.68617056,23.42598135,23.49050898,25.50534234,26.57406709,26.89898905,28.96144211,29.1488213,29.45986419,28.51013188,27.02318868,25.56934554,23.89011495,23.04693319,22.70968507,24.15511368,25.45244265,27.60709225,29.0675983,29.29875179,30.1611807,29.14676456,27.05201924,25.20828519,23.31507977,22.27953842,22.70968507,24.15511368,25.45244265,27.60709225,29.0675983,29.29875179,30.1611807,29.14676456,27.05201924,25.20828519,23.31507977,22.27953842,22.70968507,24.15511368,25.45244265,27.60709225,29.0675983,29.29875179,30.1611807,29.14676456,27.05201924,25.20828519,23.31507977,22.27953842,22.63764542,24.46684171,27.33067545,27.93305822,28.74585475,29.31548947,28.66136761,28.05298647,27.66351368,25.49223528,23.67298442,22.25692763,23.79783508,24.85422327,24.83610432,27.21460442,28.72525614,29.23351239,29.19217136,28.96441147,27.49731255,25.08458777,22.86410512,23.17978141,23.79783508,24.85422327,24.83610432,27.21460442,28.72525614,29.23351239,29.19217136,28.96441147,27.49731255,25.08458777,22.86410512,23.17978141,23.79783508,24.96974803,26.86669745,27.50478954,29.40894191,29.15552767,28.85698249,30.18179554,27.49731255,25.08458777,22.86410512,23.17978141,23.79783508,24.96974803,26.86669745,27.50478954,29.40894191,29.15552767,28.85698249,30.18179554,27.49731255,25.08458777,22.86410512,23.17978141,23.79783508,24.96974803,26.86669745,27.50478954,29.40894191,29.15552767,28.85698249,30.18179554,27.49731255,25.08458777,22.86410512,23.17978141,23.79783508,24.96974803,26.86669745,27.50478954,29.40894191,29.15552767,28.85698249,30.18179554,27.49731255,25.08458777,22.86410512,23.17978141,23.79783508,24.96974803,26.86669745,27.50478954,29.40894191,29.15552767,28.85698249,30.18179554,27.49731255,25.08458777,22.86410512,23.17978141,23.79783508,24.96974803,26.86669745,27.50478954,29.40894191
Fitzroy Island,1011,FITZFL2,3175,3,Water Temperature,-16.9233,145.9963,16-054,FITZROY ISLAND REEF,16054S,-16.925,145.983333,1L,1L,1L,1U,2U,2U,1L,1L,1L,1L,1U/2L,1U/2L,1U/2L,1U,2L,2U,3L,3L,2U,2U,2U,2U,2U,2U,2U,3L,3L,3L,3L,3L,28.48014718,29.37121577,28.63110349,27.00679514,25.4148293,24.16978333,22.86005582,22.41221304,24.00519931,26.90124438,27.64232986,28.17919892,28.48014718,29.37121577,28.63110349,27.00679514,25.4148293,24.16978333,22.86005582,22.41221304,24.00519931,26.90124438,27.64232986,28.17919892,28.48014718,29.37121577,28.63110349,27.00679514,25.4148293,24.16978333,22.86005582,22.41221304,24.00519931,26.90124438,27.64232986,28.17919892,28.48014718,29.37121577,28.63110349,27.00679514,25.4148293,24.16978333,22.86005582,22.41221304,24.00519931,26.90124438,27.64232986,28.17919892,28.48014718,29.37121577,28.63110349,27.00679514,25.4148293,24.16978333,22.86005582,22.41221304,24.00519931,26.90124438,27.64232986,28.17919892,28.48014718,29.37121577,28.63110349,27.00679514,25.4148293,24.16978333,22.86005582,22.41221304,24.00519931,26.90124438,27.64232986,28.17919892,28.48014718,29.37121577,28.63110349,27.00679514,25.4148293,24.16978333,22.86005582,22.41221304,24.00519931,26.90124438,27.64232986,28.17919892,28.48014718,29.37121577,28.63110349,27.00679514,25.4148293,24.16978333,22.86005582,22.41221304,24.00519931,26.90124438,27.64232986,28.17919892,28.48014718,29.37121577,28.63110349,27.00679514,25.4148293,24.16978333,22.86005582,22.41221304,24.00519931,26.42232056,27.79293394,29.07453293,29.08236895,29.72113988,28.45141667,27.50660945,25.2263768,24.02544403,23.99826001,24.23767789,25.14267056,26.1774168,28.43371326,29.22124153,30.95147063,30.04059353,30.06306243,28.07205215,27.37183743,25.10920458,23.53267184,23.99418145,25.47116375,27.17773616,28.80324035,29.92605264,30.67962345,30.7327268,28.74650524,27.86541965,26.2130416,24.63250076,23.59868669,23.70671686,26.0549675,26.68436584,27.24502627,29.21124917,29.77843351,29.67019323,29.35717544,27.14350806,23.61997724,22.68743965,24.70443833,24.6773545,26.0549675,26.68436584,27.24502627,29.21124917,29.77843351,29.67019323,29.35717544,27.14350806,23.61997724,22.68743965,24.70443833,24.6773545,26.0549675,26.68436584,27.24502627,29.21124917,29.77843351,29.67019323,29.35717544,27.14350806,23.61997724,22.68743965,21.83054043,22.36102621,23.38634238,25.68057827,27.24373083,29.00123873,29.13427755,29.74340709,28.79781647,27.14350806,25.15460414,22.87788088,21.89316196,22.98338773,24.64062741,25.74114043,27.3036312,28.57018371,29.27331534,30.11137969,29.08053353,27.20728928,25.61420246,23.74024433,22.64640567,23.62161294,24.81601711,26.81446599,27.85900532,28.31288374,29.22054256,28.79146706,28.00671629,27.58001606,25.79649281,24.6477253,24.49988456,23.22322791,25.26852921,26.79198053,28.00042896,28.96452231,30.00545468,29.95690347,29.00611186,28.14797399,26.89837204,25.95463438,24.49988456,23.22322791,25.26852921,26.79198053,28.00042896,28.96452231,30.00545468,29.95690347,29.00611186,28.14797399,26.89837204,25.95463438,24.49988456,23.50629859,25.26852921,26.79198053,28.00042896,28.96452231,30.00545468,29.95690347,30.13853767,27.71213671,25.29437175,23.3740434,23.46752395,24.14126382,24.83985358,26.58574317,27.39570819,28.91775052,29.04638725,29.13483651,28.35158501,27.37173542,25.35655596,23.61832588,23.46752395,24.14126382,24.83985358,26.58574317,27.39570819,28.91775052,29.04638725,29.13483651,28.35158501,27.37173542,25.35655596,23.61832588,23.46752395,24.14126382,24.83985358,26.58574317,27.39570819,28.91775052,29.04638725,29.13483651,28.35158501,27.37173542,25.35655596,23.61832588,23.46752395,24.14126382,24.83985358,26.58574317,27.39570819,28.91775052,29.04638725,29.13483651,28.35158501,27.37173542,25.35655596,23.61832588,23.46752395,24.14126382,24.83985358,26.58574317,27.39570819,28.91775052
Frankland Islands,1013,FRNKFL2,3176,3,Water Temperature,-17.227,146.0904,17-012,NORMANBY-MABEL REEF,17012A,-17.208333,146.083333,1,2L,2L,2L,1U,1U,1U,1L,1L,1L,2L,2L,2L,1U,1U,1U,1U,1U,1U,1U,1U,1U,1U,1U,1U,1U,1U,1U,1U,1U,29.82939301,30.45637656,28.98298528,27.95525688,25.60877146,23.51261667,23.38282702,22.60138146,24.74847625,26.99170504,28.72126382,29.40345168,29.82939301,30.45637656,28.98298528,27.95525688,25.60877146,23.51261667,23.38282702,22.60138146,24.74847625,26.99170504,28.72126382,29.40345168,29.82939301,30.45637656,28.98298528,27.95525688,25.60877146,23.51261667,23.38282702,22.60138146,24.74847625,26.99170504,28.72126382,29.40345168,29.82939301,30.45637656,28.98298528,27.95525688,25.60877146,23.51261667,23.38282702,22.60138146,24.74847625,26.99170504,28.72126382,29.40345168,29.82939301,30.45637656,28.98298528,27.95525688,25.60877146,23.51261667,23.38282702,22.60138146,24.74847625,26.99170504,28.72126382,29.40345168,29.82939301,30.45637656,28.98298528,27.95525688,25.60877146,23.51261667,23.38282702,22.60138146,24.74847625,26.99170504,28.72126382,29.40345168,29.82939301,30.45637656,28.98298528,27.95525688,25.60877146,23.51261667,23.38282702,22.60138146,24.74847625,26.99170504,28.72126382,29.40345168,29.82939301,30.45637656,28.98298528,27.95525688,25.60877146,23.51261667,23.38282702,22.60138146,24.74847625,26.99170504,28.72126382,29.40345168,29.82939301,30.45637656,28.98298528,27.95525688,25.60877146,23.51261667,23.38282702,22.60138146,24.74847625,26.99170504,28.72126382,29.40345168,29.82939301,30.45637656,28.98298528,27.95525688,25.60877146,23.51261667,23.38282702,23.65291075,24.61770528,25.62673233,27.61242056,28.59165121,30.10185565,29.22329717,29.40635323,27.5965516,26.93747581,24.50800653,22.70724819,23.30377265,24.96383778,26.56693353,28.14742646,29.29972553,29.00069075,29.32606843,28.53422289,26.97285109,25.62740853,25.55013728,21.62556716,24.62132047,25.54343657,26.35196673,26.80750002,28.51426478,29.00069075,29.32606843,28.53422289,26.97285109,25.62740853,25.55013728,21.62556716,24.62132047,25.54343657,26.35196673,26.80750002,28.51426478,29.00069075,29.32606843,28.53422289,26.97285109,25.62740853,25.55013728,21.62556716,22.72267832,24.52744056,25.66829052,27.32119218,28.63983875,29.26938405,30.00976463,29.10791882,27.23528053,25.55383813,22.73205273,21.62556716,22.72267832,24.52744056,25.66829052,27.32119218,28.63983875,29.26938405,30.00976463,29.10791882,27.23528053,25.55383813,22.73205273,21.62556716,22.72267832,24.52744056,25.66829052,27.32119218,28.63983875,29.26938405,30.00976463,29.10791882,27.23528053,25.55383813,23.60335021,22.58804586,23.49823535,24.6764309,26.95150677,27.50382169,28.32522594,29.05435141,28.63937547,28.00929122,27.58159125,25.69972681,24.0241006,22.86576723,23.51758318,24.83156664,25.09761804,27.23289113,28.54152229,29.12565968,29.32291348,29.31925925,28.14644606,26.92301655,25.77536421,24.36995527,23.51758318,24.83156664,25.09761804,27.23289113,28.54152229,29.12565968,29.32291348,29.31925925,28.14644606,26.92301655,25.77536421,24.36995527,23.51758318,24.83156664,25.09761804,27.23289113,28.54152229,29.12565968,29.32291348,29.31925925,28.14644606,26.92301655,25.77536421,24.36995527,23.51758318,24.83156664,25.09761804,27.23289113,28.54152229,29.12565968,29.32291348,29.31925925,28.14644606,26.92301655,25.77536421,24.36995527,23.51758318,24.83156664,25.09761804,27.23289113,28.54152229,29.12565968,29.32291348,29.31925925,28.14644606,26.92301655,25.77536421,24.36995527,23.51758318,24.83156664,25.09761804,27.23289113,28.54152229,29.12565968,29.32291348,29.31925925,28.14644606,26.92301655,25.77536421,24.36995527,23.51758318,24.83156664,25.09761804,27.23289113,28.54152229,29.12565968,29.32291348,29.31925925,28.14644606,26.92301655,25.77536421,24.36995527,23.51758318,24.83156664,25.09761804,27.23289113,28.54152229
Pandora Reef,1037,PANCH1,13475,3,Water Temperature,-18.8129,146.4265,18-051,HAVANNAH REEF,18065S,-18.85,146.541667,3U,3U,3U,3U,3U,2L,1L,1L,1L,1L,1L,1U,1U,1L,1L,1U,1L,1L,1L,1L,1L,2U,2U,2U,2U,2U,2U,2U,2U,2U,29.15232847,29.76391344,28.83025025,26.83608579,24.71905237,21.49240787,20.70142681,21.44784608,23.90223792,25.27850365,27.35885002,28.75161443,29.15232847,29.76391344,28.83025025,26.83608579,24.71905237,21.49240787,20.70142681,21.44784608,23.90223792,25.27850365,27.35885002,28.75161443,29.15232847,29.76391344,28.83025025,26.83608579,24.71905237,21.49240787,20.70142681,21.44784608,23.90223792,25.27850365,27.35885002,28.75161443,29.15232847,29.76391344,28.83025025,26.83608579,24.71905237,21.49240787,20.70142681,21.44784608,23.90223792,25.27850365,27.35885002,28.75161443,29.15232847,29.76391344,28.83025025,26.83608579,24.71905237,21.49240787,20.70142681,21.44784608,23.90223792,25.27850365,27.35885002,28.75161443,29.15232847,29.76391344,28.83025025,26.83608579,24.71905237,21.49240787,20.70142681,21.44784608,23.90223792,25.27850365,27.35885002,28.75161443,29.15232847,29.76391344,28.83025025,26.83608579,24.71905237,21.49240787,20.70142681,21.44784608,23.90223792,25.27850365,27.35885002,28.75161443,29.15232847,29.76391344,28.83025025,26.83608579,24.71905237,21.49240787,20.70142681,21.44784608,23.90223792,25.27850365,27.35885002,28.75161443,29.15232847,29.76391344,28.83025025,26.83608579,24.71905237,21.49240787,20.70142681,21.44784608,23.90223792,25.27850365,27.35885002,28.75161443,29.15232847,29.76391344,28.83025025,26.83608579,24.71905237,21.49240787,20.70142681,21.44784608,23.90223792,25.27850365,27.35885002,28.75161443,29.15232847,29.76391344,28.83025025,26.83608579,24.71905237,21.49240787,20.70142681,21.44784608,23.90223792,25.27850365,27.35885002,28.75161443,29.15232847,29.76391344,28.83025025,26.83608579,24.71905237,21.49240787,20.70142681,21.44784608,23.90223792,25.27850365,27.35885002,28.75161443,29.15232847,29.76391344,28.83025025,26.83608579,24.71905237,21.49240787,20.70142681,21.44784608,23.90223792,25.27850365,27.35885002,28.75161443,29.15232847,29.76391344,28.83025025,26.83608579,24.71905237,21.49240787,20.70142681,21.44784608,23.90223792,25.27850365,27.35885002,28.75161443,29.15232847,29.76391344,28.83025025,26.83608579,24.71905237,21.49240787,20.70142681,21.44784608,23.90223792,25.27850365,27.35885002,28.75161443,29.15232847,29.76391344,28.83025025,26.83608579,24.71905237,21.49240787,20.70142681,21.44784608,23.90223792,25.27850365,27.35885002,28.75161443,29.15232847,29.76391344,28.83025025,26.83608579,24.71905237,22.86007675,21.76381149,22.79440045,23.97329488,26.94283432,27.86420037,28.71360524,29.24945573,28.42430062,27.91005242,27.42663132,25.2895172,23.45087517,21.64042986,22.46334617,24.27530907,26.02653642,27.79751125,29.07751355,29.73348806,29.34361912,29.64171317,28.30104755,25.78773842,23.820457,21.64042986,22.46334617,24.27530907,26.02653642,29.19243801,29.28609131,29.93674097,29.71934102,29.17895821,29.34632717,25.78773842,23.820457,21.64042986,22.46334617,24.27530907,26.02653642,29.19243801,29.28609131,29.93674097,29.71934102,29.17895821,29.34632717,25.78773842,23.820457,21.64042986,22.46334617,24.27530907,26.02653642,29.19243801,29.28609131,29.93674097,29.71934102,29.17895821,29.34632717,25.78773842,23.820457,21.64042986,22.46334617,24.27530907,26.02653642,29.19243801,29.28609131,29.93674097,29.71934102,29.17895821,29.34632717,25.78773842,23.820457,21.64042986,22.46334617,24.27530907,26.02653642,29.19243801,29.28609131,29.93674097,29.71934102,29.17895821,29.34632717,25.78773842,23.820457,21.64042986,22.46334617,24.27530907,26.02653642,29.19243801,29.28609131,29.93674097,29.71934102,29.17895821,29.34632717,25.78773842,23.820457,21.64042986,22.46334617,24.27530907,26.02653642,29.19243801,29.28609131
Chicken Reef,1047,CHIFL1,2724,3,Water Temperature,-18.6534,147.7199,18-086,CHICKEN REEF,18086S,-18.658333,147.708333,2U,2U,2L,2U,2L,2U,2L,2L,2L,2L,2L,1U,1U,1U,1U,1U,2L,1U,1L,1L,1L,1L,1U,2L,2L,2L,2L,2L,2U,2U,28.02172043,28.21386905,27.29533528,27.23038075,26.89444006,25.52078527,24.46234701,24.42580363,25.42432639,26.6727621,27.50145139,28.15166667,28.78106183,28.78171131,28.43182796,27.23038075,26.89444006,25.52078527,24.46234701,24.42580363,25.42432639,26.6727621,27.50145139,28.15166667,28.78106183,28.78171131,28.43182796,27.23038075,25.65609543,25.04471161,23.72972446,23.15303091,23.82733148,25.12512786,26.47830556,26.83827957,28.10915938,28.1258477,27.8252957,27.04806944,26.11026316,25.38864035,24.23974128,24.12998653,24.75573174,25.98958817,27.51410319,28.7126308,29.18168568,29.31292616,28.46192184,27.36472514,26.68294047,25.38864035,24.23974128,24.12998653,24.75573174,25.98958817,27.51410319,28.7126308,29.18168568,29.31292616,28.46192184,27.36472514,26.43636114,25.00340618,23.57665228,23.50469617,24.25855,25.17828461,25.95526859,27.29441579,28.00012137,28.62666317,28.21644924,27.70402293,26.03025269,25.14490208,24.06160081,23.82739919,24.36231458,25.44853024,25.95836319,27.67952016,28.75457863,28.89675431,28.42560685,26.78872868,25.98711059,24.70021042,23.88576411,23.51092339,24.04818611,25.82076866,27.15481167,28.2959543,28.63065188,28.97683482,28.31358669,27.57186439,25.98711059,24.70021042,23.88576411,23.51092339,24.04818611,25.82076866,27.15481167,28.2959543,28.63065188,28.97683482,28.31358669,27.57186439,25.79320915,24.49279722,23.7540121,23.4884496,23.82231897,24.77691216,26.51902708,27.51364388,28.67590101,28.47165275,28.48736754,27.05003653,26.57312547,25.55787043,24.55285155,24.42550302,25.45635903,26.74564409,28.13926319,29.54479866,29.91032144,29.84376631,28.46907063,27.53707417,25.97722829,24.96843479,24.06104227,23.84178488,25.03504104,26.62017547,28.05539243,29.739617,29.5763754,29.52858467,28.62266983,28.26056837,25.54591,24.44695333,24.54027,24.71014194,24.79418333,25.64013226,26.55021667,28.33458,28.65679355,28.46830357,28.1186,26.64031489,25.54591,24.44695333,24.54027,24.71014194,24.79418333,25.64013226,26.55021667,28.33458,28.65679355,28.46830357,28.1186,26.64031489,25.54591,24.44695333,24.54027,24.71014194,24.79418333,25.64013226,26.55021667,28.33458,28.65679355,28.46830357,28.1186,26.64031489,25.54591,24.44695333,24.54027,24.71014194,24.79418333,25.64013226,26.55021667,28.33458,28.65679355,28.46830357,28.1186,26.64031489,25.54591,24.44695333,24.54027,24.71014194,24.79418333,25.64013226,26.55021667,28.33458,28.65679355,28.46830357,28.1186,26.64031489,25.54591,24.44695333,24.54027,24.71014194,24.79418333,25.64013226,26.55021667,28.33458,28.65679355,28.46830357,28.1186,26.64031489,25.54591,24.44695333,24.54027,24.71014194,24.79418333,25.64013226,26.55021667,28.33458,28.65679355,28.46830357,28.1186,26.64031489,25.54591,24.44695333,24.54027,24.71014194,24.79418333,25.64013226,26.55021667,28.33458,28.65679355,28.46830357,28.1186,26.64031489,25.54591,24.44695333,24.54027,24.71014194,24.79418333,25.64013226,26.55021667,28.33458,28.65679355,28.46830357,28.1186,26.64031489,25.66422198,24.12826896,23.83277659,24.04112888,24.57361657,25.60620706,26.9706441,27.85084315,28.05117375,28.3198848,28.1592711,27.28870127,26.09730096,24.52488968,23.4765343,23.34802265,23.70409606,25.10170365,26.33592704,27.51630394,28.63609189,29.54445575,28.57545401,27.78643977,26.20691512,24.92198037,24.08305885,24.00282594,24.74100458,25.51910515,26.84105285,28.12817885,28.28906738,28.49810759,28.29671755,27.78643977,26.20691512,24.92198037,24.08305885,24.00282594,24.74100458,25.51910515,26.84105285,28.12817885
Mermaid Reef,1054,MERMAID_M11_BT,14998,3,Water Temperature,-17.133,119.6338,,BIRD ISLANDS REEF (NORTH),11167S,-11.766667,143.083333,4U,4U,3U,3U,3U,3U,4U,4U,4U,4U,4U,4U,4U,4U,4U,4U,4U,4U,4U,4U,4U,4U,4U,4U,4U,4U,4U,4U,4U,4U,29.5757975,29.59370158,30.74705393,31.20846557,28.78684991,26.9140853,25.9190336,24.75415455,25.67375669,26.67038898,27.84648319,27.98853723,29.5757975,29.59370158,30.74705393,31.20846557,28.78684991,26.9140853,25.9190336,24.75415455,25.67375669,26.67038898,27.84648319,27.98853723,29.5757975,29.59370158,30.74705393,31.20846557,28.78684991,26.9140853,25.9190336,24.75415455,25.67375669,26.67038898,27.84648319,27.98853723,29.5757975,29.59370158,30.74705393,31.20846557,28.78684991,26.9140853,25.9190336,24.75415455,25.67375669,26.67038898,27.84648319,27.98853723,29.5757975,29.59370158,30.74705393,31.20846557,28.78684991,26.9140853,25.9190336,24.75415455,25.67375669,26.67038898,27.84648319,27.98853723,29.5757975,29.59370158,30.74705393,31.20846557,28.78684991,26.9140853,25.9190336,24.75415455,25.67375669,26.67038898,27.84648319,27.98853723,29.5757975,29.59370158,30.74705393,31.20846557,28.78684991,26.9140853,25.9190336,24.75415455,25.67375669,26.67038898,27.84648319,27.98853723,29.5757975,29.59370158,30.74705393,31.20846557,28.78684991,26.9140853,25.9190336,24.75415455,25.67375669,26.67038898,27.84648319,27.98853723,29.5757975,29.59370158,30.74705393,31.20846557,28.78684991,26.9140853,25.9190336,24.75415455,25.67375669,26.67038898,27.84648319,27.98853723,29.5757975,29.59370158,30.74705393,31.20846557,28.78684991,26.9140853,25.9190336,24.75415455,25.67375669,26.67038898,27.84648319,27.98853723,29.5757975,29.59370158,30.74705393,31.20846557,28.78684991,26.9140853,25.9190336,24.75415455,25.67375669,26.67038898,27.84648319,27.98853723,29.5757975,29.59370158,30.74705393,31.20846557,28.78684991,26.9140853,25.9190336,24.75415455,25.67375669,26.67038898,27.84648319,27.98853723,29.5757975,29.59370158,30.74705393,31.20846557,28.78684991,26.9140853,25.9190336,24.75415455,25.67375669,26.67038898,27.84648319,27.98853723,29.5757975,29.59370158,30.74705393,31.20846557,28.78684991,26.9140853,25.9190336,24.75415455,25.67375669,26.67038898,27.84648319,27.98853723,29.5757975,29.59370158,30.74705393,31.20846557,28.78684991,26.9140853,25.9190336,24.75415455,25.67375669,26.67038898,27.84648319,27.98853723,29.5757975,29.59370158,30.74705393,31.20846557,28.78684991,26.9140853,25.9190336,24.75415455,25.67375669,26.67038898,27.84648319,27.98853723,29.5757975,29.59370158,30.74705393,31.20846557,28.78684991,26.9140853,25.9190336,24.75415455,25.67375669,26.67038898,27.84648319,27.98853723,29.5757975,29.59370158,30.74705393,31.20846557,28.78684991,26.9140853,25.9190336,24.75415455,25.67375669,26.67038898,27.84648319,27.98853723,29.5757975,29.59370158,30.74705393,31.20846557,28.78684991,26.9140853,25.9190336,24.75415455,25.67375669,26.67038898,27.84648319,27.98853723,29.5757975,29.59370158,30.74705393,31.20846557,28.78684991,26.9140853,25.9190336,24.75415455,25.67375669,26.67038898,27.84648319,27.98853723,29.06828827,28.8761858,30.0541323,30.38825583,28.78684991,26.9140853,25.9190336,24.75415455,25.67375669,26.67038898,27.84648319,27.98853723,29.06828827,28.8761858,30.0541323,30.38825583,28.78684991,26.9140853,25.9190336,24.75415455,25.67375669,26.67038898,27.84648319,27.98853723,29.06828827,28.8761858,29.8642285,29.3695551,28.11819813,26.20474625,25.5165321,24.80044513,25.88742655,27.51668377,28.67863796,30.00856942,29.56271342,29.50438398,30.3280933,30.64355292,29.15584341,27.53732488,26.63641221,25.92827944,26.88553671,27.45893006,28.48827123,29.38240302,30.32461205,29.65644558,30.3280933,30.64355292,29.15584341,27.53732488,26.63641221,25.92827944,26.88553671,27.45893006,28.48827123,29.38240302
