site,site_id,subsite,subsite_id,depth,parameter,lat,lon,gbrmpa_reef_id,REEF_NAME,REEF_ID,REEF_lat,REEF_lon,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-08,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11,2019-12,2020-01,2020-02,2020-03,2020-04,2020-05,2020-06,2020-07,2020-08,2020-09,2020-10,2020-11,2020-12,2021-01,2021-02,2021-03,2021-04,2021-05,2021-06,2021-07,2021-08,2021-09,2021-10,2021-11,2021-12
Chicken Reef,1047,CHIFL1,2724,2.0,Water Temperature,-18.6534,147.7199,18-086,CHICKEN REEF,18086S,-18.658333,147.708333,,2U,2L,2U,2L,2U,2L,2L,2L,2L,2L,1U,1U,1U,1U,1U,2L,1U,1L,1L,1L,1L,1U,2L,2L,2L,,2L,2U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.990475,26.16872992831541,25.03687349537037,24.50389943996416,24.42442802419356,25.39323872685185,25.890105779569893,26.407525578703705,27.869521527777778,28.4744646953405,28.682015104166663,28.23371164874552,27.69139688697318,26.502692652329745,25.52221296296296,25.07866935483872,24.95059811827957,26.12240277777778,26.66619399641577,26.99470138888889,28.678555107526883,28.76964285714286,,,,25.31923875379939,24.05720925925926,23.429433288530465,23.121057078853045,23.393054328703705,25.298855488351258,26.64972476851852,28.144848902329752,28.598402083333333,29.14201719348659,28.19180091845877,27.319857259887005,,,,,,,,,,,,,25.27171231563422,24.789918125,24.03360499551971,24.07206095430108,24.792544305555552,26.05586995967742,26.90514337962963,27.594892741935485,28.343266241039423,28.13379000496032,27.49797166218638,27.196822986111112,25.64963138888889,24.66025668981481,23.77780179211469,23.34445723566309,23.742079791666665,24.81054715501792,26.318397314814813,27.97706762992832,29.00656093189964,28.923081522817466,29.02869740143369,28.23730622685185,27.519466666666663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Clerke Reef,1056,CLERKE_C13_BT,15005,2.0,Water Temperature,-17.3123,119.3679,,BIRD ISLANDS REEF (NORTH),11167S,-11.766667,143.083333,,4U,,,,3U,,,,,4U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.232426420454544,27.02467364814814,27.268608427419352,28.346251892921146,28.179181587301585,29.44219845430107,28.982488912037034,28.154108734319,26.529448733796297,25.798903875448023,24.81613699148745,25.869899891203705,26.335419430415264,28.52470689814815,29.90344724462365,29.707689090501795,29.42337808908045,30.31557096774194,30.498667754629626,28.9552208109319,27.427684282407405,26.50523508064516,25.875401792114697,26.638004166666665,27.078990277777777,28.38372539351852,29.30153709677419,30.27746265681004,29.432933132530124,29.925854166666664,,,,,,,,,
Hook Island,1057,HOOKFL1,3678,2.0,Water Temperature,-20.1681,148.8871,20-028,LANGFORD-BIRD REEF,20019S,-20.091667,148.875,1,,1L,1U,1U,,2L,2L,2L,,1U,2L,,,,,,,,,1U,,,,2L,,,,1U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.117899130434783,27.1007827123696,27.44625715249662,25.83679290187892,25.269229324324325,22.897484878048783,20.65231661062542,20.9971001345895,22.62018066759388,24.829968527236048,26.262292822299653,27.72091848852901,28.138960483870964,28.12561265276779,26.0739123739072,25.407366875,24.155737954239573,22.55696957104557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.39859813874789,22.01801792114696,22.500774484767028,23.51196020833333,24.90369137544803,26.89285490740741,27.60652551523297,27.44367231182796,27.668487996031743,27.978107459677418,26.664662361111112,24.69992009408602,22.394518865740743,21.59257764336917,21.785516241039424,22.624102013888887,24.40837226702509,26.186136203703704,27.568984655017925,28.34891102150538,29.313021024904213,28.31119003136201,27.28356229166667,24.887145116487456,22.984988032407408,21.983940322580647,22.1037519937276,22.67440842592593,24.5360560483871,26.30218738425926,27.5863351030466,27.49215035842294,28.04245771329365,27.896812343189968,26.571632615740743,24.435415837813625,22.864719478527608,,,,,,
Shute and Tancred Islands,1058,SHTANFL1,3716,2.0,Water Temperature,-20.3009,148.7983,20-048,LANGFORD-BIRD REEF,20019S,-20.091667,148.875,1,,1L,1U,1U,,2L,2L,2L,,1U,2L,,,,,,,,,1U,,,,2L,,,,1U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.61775365853658,28.25112016369048,29.00185504032257,27.509922291666665,26.898852150537632,24.959571458333333,22.45358420698925,22.544557190860218,24.083020972222226,25.9444872311828,27.42166590277778,28.97184549731184,29.472870094086023,29.618565732758626,27.63131740591398,26.828060555555552,25.56166364247312,23.18052907608696,21.73568440860215,21.337462701612903,23.143002569444445,25.48317204301076,27.383196666666663,29.757361760752687,29.25795967741936,28.60226800595238,28.30454227150537,27.699206736111105,25.26580168010753,24.175998541666665,23.042311223118283,23.013080309139784,24.93697277777778,26.03628575268817,26.55694527777778,28.64937385752688,29.03656465053764,29.42710022321428,28.2058940188172,26.743915902777776,25.227936155913973,23.778668127962085,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.910024488054606,24.47455430555556,23.266517383512547,22.36952305107527,23.513813773148147,25.590500896057343,26.996445416666667,28.163764986559137,28.763601904121867,29.27105843253968,29.12367199820788,26.26579125,24.03591577060932,22.358020208333333,22.529115856287422,22.8431747311828,23.760083310185184,25.79449811827957,26.5077238425926,27.69055461469534,28.671919198028675,28.379035987103176,27.856557706093188,26.00030127314815,24.27997116935484,22.179908740421453,21.62054453405018,22.292677889784947,23.42568013888889,24.967924417562728,27.148740370370373,27.693307795698928,27.45237146057348,27.59547194940476,28.024864336917563,26.559905949074075,24.31289473566308,22.03136462962963,21.14469657258064,21.580873387096776,22.58920543981481,24.57693985215053,26.35438946759259,28.032588082437275,28.69679811827957,29.777313266283524,28.507643862007168,27.450283819444444,24.72438539426524,22.74311660516605,,,,,,,,,,,,,,,,,,
Pelican Island,1065,PELFL1,3120,2.0,Water Temperature,-23.2397,150.8742,23-017,MAST HEAD REEF,23069S,-23.541667,151.733333,,,,,,,,,,,,,,2L,,2L,,2L,,2L,,2L,,,,,,3L,2U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.50226204081633,27.72287130376344,27.905931968390806,26.252358333333333,25.152571527777773,23.14722970430108,21.458183055555555,20.28248481182796,19.18862829301075,22.62331284722222,23.997931451612903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.61611800911854,20.27608446759259,19.98178373655914,20.3076874327957,21.953045370370376,24.51356946684588,26.2693963425926,26.762491173835127,27.186720721326164,27.63677872023809,27.50454491487455,25.26036291666667,22.83337396953405,20.113679791666662,19.68900564516129,20.014110640681007,21.872519166666667,24.146131608422937,25.877584212962965,27.586465681003585,28.41515286738351,29.64963934386973,27.02790327060932,26.16412282407408,22.564152688172044,20.741647800925925,19.410098947132617,20.16576547939068,21.951205810185183,24.098670362903228,26.01230324074074,27.438477934587816,27.180088821684585,27.662794072420635,27.687151859318995,25.150504791666663,23.355889029535863,,,,,,,
Lady Elliot Reef,1066,LELLFL1,3714,2.0,Water Temperature,-18.6798,146.3325,18-050,FANTOME (EUMILLI) ISLAND REEF,18053S,-18.675,146.516667,,,,1U,2L,2U,,1L,1L,,1L,,,,1L/1U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.44624282178217,24.715266944444444,26.994689112903224,28.758095069444444,30.171674059139782,31.134497849462367,29.69643772321428,30.752065994623653,28.03020902777778,27.72951975806452,23.848402777777785,21.347380443548385,23.62768850806452,25.802943125,27.99522587365591,29.48367756944445,31.045199327956983,30.9148747983871,30.336527729885056,28.65538602150537,27.869946666666667,25.33136706989248,23.83006236111111,23.061787790697675,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.235461303924744,24.64274282407408,23.27979943996416,23.08717175179212,25.49796108796296,27.16666281362007,28.424510625,29.533989336917568,30.55539704301076,29.949927876984127,30.351066106630828,27.25006736111111,25.07634009856631,22.46192203703704,23.23836182795699,24.167886559139788,25.22649708333333,27.17904305555556,27.841440578703704,29.902040546594986,29.429592226702507,29.29652628968254,28.311319646057346,27.646974166666663,24.75926350806452,22.419832766467067,22.61406171594982,23.530334923835124,25.12730337962963,26.823748275089606,28.924070740740746,28.972598185483868,28.642980622759858,28.224600322420635,28.923186424731185,27.235999004629623,24.79615029121864,22.422586898148147,22.103738485663083,22.69735636200717,24.21479847222222,26.5089666218638,27.86043460648148,28.96549283154122,30.34677656810036,30.7487410440613,29.4435854390681,28.36812073754789,24.473675761648742,23.05225736111111,21.92773068996416,22.893424977598567,24.262270138888887,26.758088127240143,28.377894560185183,29.68543745519713,28.830343525985665,29.371841418650792,29.092594153225807,27.10557990740741,25.5011719160105,,,,,,,
Havannah Island,1075,HAVFL1,3749,2.0,Water Temperature,-18.8472,146.5428,18-065,HAVANNAH REEF,18065S,-18.85,146.541667,,,,3U,3U,2L,1L,1L,1L,1L,1L,,1U,1L,1L,1U,1L,,1L,,1L,,,,2U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.41950659824047,23.214572849462364,25.14076194444444,27.196278360215054,28.812015902777773,30.455767540322583,30.61002204301076,30.247556824712643,28.58910860215054,27.692761736111112,25.65103245967742,23.977655972222223,22.56294045698925,22.21274287634409,24.39449847222222,26.944472379032256,28.7495575,30.216892741935485,29.6000494623656,29.42843575712144,29.51250073924731,28.689424375,25.96139180107528,24.62121777251185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.212789642672192,22.24414023297491,22.784038687275984,24.47452731481481,24.81040100806452,27.604140231481484,28.92622813620072,29.612200067204306,29.572003711685824,29.18592522401434,27.77577540119761,26.36419157706093,25.371593781094525,,,,,,,,,,,24.74196138828633,22.73187868055556,22.97456491935484,23.52793136200717,24.80123453703704,26.564105981182795,26.910873425925928,28.99609847670251,29.076775627240146,28.86955637400793,28.16324740143369,27.173570578703707,24.85675628617736,22.72304076388889,22.491502912186377,23.33456998207885,24.582104907407405,25.94688895609319,27.94649090277778,28.318790793010752,28.16167128136201,28.42303003472222,28.63710855734767,27.17957840277777,24.92325618689833,22.496404390934845,21.99600078405017,21.998322199820787,23.49356907407408,25.393762970430107,27.050979513888887,28.07536693548388,29.71861552419355,30.136769947318008,29.183677038530465,28.004127107279693,24.855603360215053,23.16987152777778,22.05615600358423,22.80063167562724,23.544611064814813,25.669664359319,27.515943240740743,28.98255250896057,28.39642948028673,28.905016865079364,28.540983893369173,27.17583793981481,25.49942212230216,,,,,,,
North Bay,1115,NORTHBAYFL1,5339,2.0,Water Temperature,-31.5211,159.0469,,LADY MUSGRAVE REEF,23082S,-23.908333,152.408333,1,1U,2L,2L,2L,2U,3U,4L,3U,4L/4U,4L,4L,3U,3U,4L,,2U,1U,,1U,1U,2L,,3L,3L,3L,3U,3U,4L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.45541473889702,22.82424266203704,20.347406877240143,20.081786388888887,18.676567517921143,18.71044372759857,19.20684017709005,19.889187298387096,22.20688173611111,23.97177455197132,25.60489970878136,25.54350538194445,24.949219153225805,24.03503840277778,22.413323634204275,,,19.76045736591989,19.63327909722222,18.95889448924732,20.558047384259257,23.453745922939067,24.59643841845878,25.40398484623016,24.269974215949823,23.22475368933582,21.189658557347663,19.850956550925925,18.81461655465949,18.50336035489668,19.24377886574074,20.637004816308245,22.19601449074074,22.2316039874552,22.89674590053763,24.69324408524904,23.88122851702509,22.34323259099617,20.841969601254483,19.80931231481481,18.64098353494624,18.29096738351254,18.651280763888888,19.07947643369176,20.941303865740743,22.799253472222222,24.457344780465952,23.75881773313492,23.28437549283154,22.60923636574074,22.276440519877674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lizard Island,1166,LIZFL1,2649,2.0,Water Temperature,-14.6884,145.4422,14-116,LIZARD ISLAND,14116S,-14.675,145.466667,,2U,2L,2L,1U,1L,1U,2L,1U,1U,1U/2L,1L,2L,1U,2L,2L,2L,2L,2L,,2L,,1L,,1L,,1L,,2L,,,,,,,,,,,,28.71026229508197,28.83629704301076,29.78267857142857,28.39014784946236,28.194472222222217,26.89637768817204,25.264892286309937,24.76688172043011,25.097661290322584,26.276189151599446,27.73098790322581,28.48298611111111,28.798219086021504,29.31225694444444,29.092604166666668,28.634684139784948,27.276104166666663,25.70020188425303,24.69159944367177,23.531915322580645,23.249260752688173,24.569409722222225,26.221186783546862,27.297708333333333,27.63710349462365,28.895967741935483,29.03958371877891,,,,,,,,,,,,,,,,,,,,,,,,,,,26.26223487544484,25.007538888888888,23.61403765971756,24.143762768817204,25.1447875,25.90217271505376,26.678846527777782,28.28916072629456,28.53574764468372,29.509918898809527,28.288137768817208,27.75304871259568,26.28242271505376,25.51416597222222,24.27369583333333,24.149576612903225,24.732922222222225,26.198480510752685,26.50400972222222,28.38540927419355,29.301098790322584,29.5769992816092,28.77726008064516,26.77357847222222,25.847264112903225,24.15178888888889,23.360102150537635,23.925291666666663,24.10747777777777,25.658537634408603,27.052925694444443,28.09177553763441,28.54085971223021,,,,,,,,,,,,,,,,,,,,,,,,,,28.515394552529184,26.820804513888884,26.086680712365588,24.932514444444447,23.30081633064517,23.871492338709675,24.753500625,26.131839448924733,27.377367222222222,28.70676491935484,28.866401545698928,28.99702931034483,27.73648689516129,26.36067416666667,25.009891666666665,24.478572430555555,23.39112930107527,23.339315255376345,25.29811368055556,26.03861801075269,27.8517305316092,29.43698212365592,29.480224193548388,29.47166443452381,28.359609543010755,27.837963402777778,26.052465322580648,25.21310875,24.424727150537635,24.37411969086022,25.446117291666663,25.918682997311823,27.0094076744186,28.7300291218638,28.82936379928316,29.96172619047619,29.35440513744929,27.93857175925926,26.756482974910394,25.73316203703704,25.511458333333334,25.46994847670251,26.856826388888887,27.43108710648148,27.963597638888885,29.57410546594982,29.48284419802868,29.04545798611111,29.548561715949823,27.62840043981481,25.651916845878137,24.028884050925924,23.146109923835127,23.81271202956989,24.43063217592593,26.562770654121863,27.81898881944444,29.420882594086024,29.35363483422939,29.03640476190476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.62892751572327,25.939634675925927,26.865843593189965,27.81435388888889,28.42765526433692,29.528246774193555,29.796690773809523,30.109747491039425,28.02686645833333,26.14722412634409,24.37345578703704,24.45964910394265,24.677971393369177,24.74371208333333,26.42691948924731,27.436367384259256,28.6771520609319,28.92063216845878,29.302173015873016,28.66631187275986,27.788347777777776,25.84492271505376,24.07452425925926,23.990918660394268,24.2592789874552,24.84308261574074,25.792137880824374,27.39019789351852,28.7408286720322,28.607265456989243,28.76794842096561,28.84923352001195,27.668670054012345,26.289848648446835,24.41768297067901,23.41381186529271,23.284681354540027,23.82993804783951,25.15321429958184,26.411363873456786,28.16110312126643,29.493724843189963,29.229775415070243,28.994833811230585,28.16840571759259,26.26790925179212,24.90293537037037,24.07733447580645,24.472419593787336,25.08372037808642,25.86622907407408,27.345782785493828,28.94769253285544,29.47002772550777,29.340929794973544,28.697533624551973,27.80239138117284,26.219753800776584,25.091823086419755,25.04828920250896,24.770400731780164,25.000252130528583,,,
One Tree Island,131,OTIT1,15215,2.0,Water Temperature,-23.4833,152.0739,,ONE TREE REEF,23055S,-23.5,152.066667,2,2L,2U,2U,2U/3L,2U,3U,3U,3L,3U,3U,3U,3L,,3L,,2U,,1U,,2L,,,,3L,,3U,,4L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.251287337662337,25.431388009259265,24.0132538530466,22.29709565972222,21.532865983422937,21.87512148297491,22.08588958333333,23.938878382616487,24.70459297453704,25.805386413530464,26.55815309139785,26.36708556547619,26.152538015232977,26.10099724919094,24.16654546370968,22.90941892361112,21.61960872535842,21.21620854614695,22.05105206018519,22.96187681240658,,,,,27.055877452830188,25.692531148148152,24.23457075268817,22.913466979166664,21.997162997311825,21.56815313620072,22.3627575625,23.19790646505376,24.620266509259256,25.758697224462367,26.71223833557348,27.33895181752873,27.29771958901,26.179460292728987,24.965887712813625,22.61309244212963,21.60886180555556,21.63882151657706,22.29050597222222,23.21095239695341,24.44223587962963,26.066982885304657,26.88635819892473,27.69900652281746,27.730463832885302,25.66048800925926,24.21742438396057,22.704613622685187,22.53778966173835,22.634554569892472,22.603622407407407,23.35414446969697,,,,,,,,,,,,23.506770246217737,24.44644828703704,25.82565461469534,26.604739941756275,27.121525272817458,26.958269444444444,25.6544513425926,24.093415300179213,22.35376462962963,21.863855734767025,21.47977034050179,22.20233457854406,23.01626400089605,24.270636828703704,26.01176395609319,27.020805017921145,28.117306226053643,27.051391778673835,26.223279976851856,23.937450403225803,21.879582300884955,21.59151214157706,21.29608525985663,22.08880858796296,23.35125143369176,24.624062939814817,26.04237800179212,26.683917697132618,26.734506522817465,26.86355728046595,25.555528240740745,24.13304202508961,22.54729889846743,21.284724529569893,21.34882410394265,22.056280231481484,23.156890546594983,24.69880243055556,26.39872387992832
Chinaman Reef,2256,CHINAMANFL1,12585,2.0,Water Temperature,-21.9973,152.664,22-102,CHINAMAN REEF(22102),22102S,-22.008333,152.658333,2,2L,2U,2U,2U,3L,3U,3L,2L,1U,1L/1U,1L/1U,2L,2L,,2L,2U,2L/2U,2U,2U,2U,3L,4L,3L,3U,1U/2L,1L,1L,2L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.34876271289538,23.876719041218635,25.45353164351852,26.511859363799285,27.29922802419355,27.061976314484127,26.797605622759853,26.460736087962964,25.264684027777776,24.19180585648148,22.89486666666667,22.57606308243728,22.364816203703704,23.52263700716846,25.16613333333333,26.7667727374552,27.904841548583,27.599118353174603,27.701725828853046,26.85742275462963,25.34268281810036,24.19458951388889,23.00807815860215,22.20556680107527,22.78577282407408,23.51120582437276,25.37192888888889,26.53566935483871,27.09024351063829,,,,,,,,,,,,,,,,,,,,,,,,,27.50264154614778,27.42073409498208,26.54023349537037,25.115126254480288,23.728360972222223,23.06299462365591,22.54627809139785,22.753434907407406,23.86621111111111,25.568603101851853,26.554816532258062,26.854800537634407,27.29729283234128,27.42198216845878,26.412533892215567,25.298214359319,23.897837962962964,23.011570049283154,22.33431863799284,22.494338078703706,23.367292876344084,24.82861664351852,26.41414072580645,27.32188074074074,28.7055557710728,27.938951478494623,26.76827486111112,25.17333104838709,23.988193819444444,22.61007634408602,22.163480958781363,22.722009818007663,23.881077800179213,25.527197777777776,26.741866465053764,27.293571415770607,27.537149305555555,27.597448655913983,26.457379791666668,25.19712352150537,23.93351657407408,23.181154995519712,22.569996639784947,22.715581226851853,24.21599265232975,25.80266587962963,26.81335106060606
Warraber Island,2302,WARRABERSL1,10932,2.0,Water Temperature,-10.2007,142.8189,,MCSWEENEY REEF,11016S,-11.025,143.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,1L,1L,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.95719456769056,29.726080465949824,28.99528137400793,29.63850336021505,28.95369976851852,27.31422961469534,25.915520509259263,25.467740748207888,25.592239560931898,25.721858587962963,26.801077755376344,28.50779430555556,30.678098969534044,29.02524912634409,29.09336101190476,29.35733270609319,28.800429560185183,27.51064271953405,26.12336412037037,25.50585582437276,25.15760533154122,25.20613263888889,26.170428024193548,27.49913,29.47733447580645,30.510164359319,29.937852107279696,29.73092773297491,29.104309166666663,27.58696505376344,26.40599854166667,25.60354943996416,26.04858301971326,25.920615069444445,26.887278606630822,28.50254497685185,29.835331586021503,29.67845129928316,28.890085119047622,29.14525927419355,28.996263009259263,27.591749484767025,26.55786761574074,26.62758095878136,26.277910551075266,26.132463078703704,27.93981073028674,29.321599907407403,30.2141002293578
